group,score
Group A,99.72
Group A,98.71
Group A,102.48
Group A,93.91
Group A,71.5
Group A,85.35
Group A,92.02
Group A,100.42
Group A,83.77
Group A,102.79
Group A,94.28
Group A,88.61
Group A,80.95
Group A,106.7
Group A,106.36
Group A,112.0
Group A,108.24
Group A,109.36
Group A,105.73
Group A,73.62
Group A,95.81
Group A,78.51
Group A,120.54
Group A,99.79
Group A,119.05
Group A,84.55
Group A,98.62
Group A,103.95
Group A,95.04
Group A,102.82
Group A,122.23
Group A,84.52
Group A,60.43
Group A,124.01
Group A,88.13
Group A,116.84
Group A,109.78
Group A,96.75
Group A,105.71
Group A,82.89
Group A,101.29
Group A,108.91
Group A,88.39
Group A,94.3
Group A,104.69
Group A,119.85
Group A,99.95
Group A,93.54
Group A,97.8
Group A,117.4
Group A,90.38
Group A,95.5
Group A,90.52
Group A,96.94
Group A,103.21
Group A,115.51
Group A,68.13
Group A,108.33
Group A,86.63
Group A,108.9
Group A,118.59
Group A,114.93
Group A,102.37
Group A,112.52
Group A,85.85
Group A,98.98
Group A,122.79
Group A,88.16
Group A,102.96
Group A,94.46
Group A,97.07
Group A,106.09
Group A,95.96
Group A,99.95
Group A,92.43
Group A,72.62
Group A,102.9
Group A,106.59
Group A,120.73
Group A,98.02
Group A,79.08
Group A,88.69
Group A,108.11
Group A,98.73
Group A,104.19
Group A,94.7
Group A,128.05
Group A,125.92
Group A,86.03
Group A,113.64
Group A,104.56
Group A,100.2
Group A,87.1
Group A,124.32
Group A,117.48
Group A,78.14
Group A,120.75
Group A,99.42
Group A,91.03
Group A,85.35
Group A,114.17
Group A,106.0
Group A,86.89
Group A,87.83
Group A,94.19
Group A,92.31
Group A,107.92
Group A,105.68
Group A,90.47
Group A,75.14
Group A,79.99
Group A,113.05
Group A,85.08
Group A,101.67
Group A,73.55
Group A,105.96
Group A,128.79
Group A,80.08
Group A,108.25
Group A,104.09
Group A,113.77
Group A,98.03
Group A,104.09
Group A,102.73
Group A,108.59
Group A,87.41
Group A,102.89
Group A,112.15
Group A,117.52
Group A,107.44
Group A,83.02
Group A,76.7
Group A,106.13
Group A,84.83
Group A,112.67
Group A,95.68
Group A,115.17
Group A,131.89
Group A,99.07
Group A,98.26
Group A,115.2
Group A,115.96
Group A,125.52
Group A,102.95
Group A,90.51
Group A,100.12
Group A,90.65
Group A,103.6
Group A,86.98
Group A,113.53
Group A,110.46
Group A,102.09
Group A,100.38
Group A,97.05
Group A,119.68
Group A,117.81
Group A,102.19
Group A,87.15
Group A,82.35
Group A,104.31
Group A,90.43
Group A,107.14
Group A,94.2
Group A,111.61
Group A,103.11
Group A,114.97
Group A,66.49
Group A,96.59
Group A,133.25
Group A,62.45
Group A,112.64
Group A,106.27
Group A,119.29
Group A,97.4
Group A,117.86
Group A,118.25
Group A,102.95
Group A,82.54
Group A,113.7
Group A,85.4
Group A,97.94
Group A,114.2
Group A,116.38
Group A,94.78
Group A,109.4
Group A,76.86
Group A,92.91
Group A,122.03
Group A,120.15
Group A,110.04
Group A,97.87
Group A,112.71
Group A,99.65
Group A,102.52
Group A,101.33
Group A,88.37
Group A,110.89
Group A,83.95
Group A,111.64
Group A,85.59
Group A,89.17
Group A,57.39
Group A,97.66
Group A,102.84
Group A,112.41
Group A,119.66
Group A,77.65
Group A,114.77
Group A,93.04
Group A,98.92
Group A,98.42
Group A,93.26
Group A,86.65
Group A,104.19
Group A,112.17
Group A,81.1
Group A,99.71
Group A,90.56
Group A,116.44
Group A,107.4
Group A,122.63
Group A,76.77
Group A,115.51
Group A,102.44
Group A,89.12
Group A,107.34
Group A,123.49
Group A,124.07
Group A,112.33
Group A,85.13
Group A,104.65
Group A,105.14
Group A,118.63
Group A,97.53
Group A,100.23
Group A,90.2
Group A,110.02
Group A,96.77
Group A,102.79
Group A,92.96
Group A,100.71
Group A,83.79
Group A,102.41
Group A,90.96
Group A,110.49
Group A,127.71
Group A,112.69
Group A,83.2
Group A,94.61
Group A,75.85
Group A,100.2
Group A,73.39
Group A,81.98
Group A,116.44
Group A,112.92
Group A,77.19
Group A,93.29
Group A,106.95
Group A,105.89
Group A,75.59
Group A,103.9
Group A,90.88
Group A,117.98
Group A,97.0
Group A,105.39
Group A,98.36
Group A,110.0
Group A,88.48
Group A,110.02
Group A,118.13
Group A,127.53
Group A,123.76
Group A,91.96
Group A,108.66
Group A,112.11
Group A,108.85
Group A,111.3
Group A,106.36
Group A,91.82
Group A,103.11
Group A,112.7
Group A,106.92
Group A,83.55
Group A,86.84
Group A,93.86
Group A,96.93
Group A,102.36
Group A,85.34
Group A,111.92
Group A,72.14
Group A,107.93
Group A,107.6
Group A,109.66
Group A,54.0
Group A,79.76
Group A,94.71
Group A,102.52
Group A,98.78
Group A,87.79
Group A,119.25
Group A,104.86
Group A,94.08
Group A,85.19
Group A,101.02
Group A,118.88
Group A,100.53
Group A,99.52
Group A,100.99
Group A,101.81
Group A,96.5
Group A,85.41
Group A,122.94
Group A,109.56
Group A,131.76
Group A,107.46
Group A,96.53
Group A,85.81
Group A,95.05
Group A,82.71
Group A,131.47
Group A,99.74
Group A,111.79
Group A,114.43
Group A,116.21
Group A,138.22
Group A,98.57
Group A,97.27
Group A,102.47
Group A,111.23
Group A,102.68
Group A,95.97
Group A,89.26
Group A,88.38
Group A,104.04
Group A,85.02
Group A,72.79
Group A,101.73
Group A,117.44
Group A,109.93
Group A,99.73
Group A,106.05
Group A,75.29
Group A,89.66
Group A,125.17
Group A,117.76
Group A,89.33
Group A,126.31
Group A,89.23
Group A,87.65
Group A,123.04
Group A,119.62
Group A,91.17
Group A,99.26
Group A,94.87
Group A,107.56
Group A,123.51
Group A,107.98
Group A,98.29
Group A,79.81
Group A,111.67
Group A,81.66
Group A,97.19
Group A,114.37
Group A,112.17
Group A,112.58
Group A,110.48
Group A,102.19
Group A,104.53
Group A,101.38
Group A,107.24
Group A,108.03
Group A,102.0
Group A,107.71
Group A,89.73
Group A,95.4
Group A,103.46
Group A,128.85
Group A,107.93
Group A,97.98
Group A,96.7
Group A,111.16
Group A,98.54
Group A,109.56
Group A,107.67
Group A,81.31
Group A,107.09
Group A,106.98
Group A,111.95
Group A,87.44
Group A,116.41
Group A,97.5
Group A,129.82
Group A,126.29
Group A,90.88
Group A,79.46
Group A,110.46
Group A,87.7
Group A,117.21
Group A,107.95
Group A,78.2
Group A,111.73
Group A,102.06
Group A,106.18
Group A,122.86
Group A,98.05
Group A,111.37
Group A,91.02
Group A,91.39
Group A,96.73
Group A,90.69
Group A,108.52
Group A,80.15
Group A,112.44
Group A,88.58
Group A,105.67
Group A,82.19
Group A,107.17
Group A,116.26
Group A,100.15
Group A,123.23
Group A,97.9
Group A,106.17
Group A,86.12
Group A,106.58
Group A,91.48
Group A,89.19
Group A,123.7
Group A,80.95
Group A,98.28
Group A,110.69
Group A,103.51
Group A,72.29
Group A,109.06
Group A,79.32
Group A,93.35
Group A,96.34
Group A,56.2
Group A,98.41
Group A,109.99
Group A,97.45
Group A,102.77
Group A,133.93
Group A,116.88
Group A,100.89
Group A,138.81
Group A,90.45
Group A,107.8
Group A,76.35
Group A,105.97
Group A,98.33
Group A,100.91
Group A,105.56
Group A,104.2
Group A,83.91
Group A,94.25
Group A,100.09
Group A,78.56
Group A,112.04
Group A,128.24
Group A,104.55
Group A,92.08
Group A,65.47
Group A,77.19
Group A,105.09
Group A,118.94
Group A,96.7
Group A,77.69
Group A,86.93
Group A,91.42
Group A,71.01
Group A,95.34
Group A,113.39
Group A,74.77
Group A,91.61
Group A,69.64
Group A,87.71
Group A,97.78
Group A,115.32
Group A,106.84
Group A,82.25
Group A,101.41
Group A,94.99
Group A,99.81
Group A,97.01
Group A,104.7
Group A,102.72
Group A,113.0
Group A,101.75
Group A,125.35
Group A,107.79
Group A,122.17
Group A,110.8
Group A,89.91
Group A,118.64
Group A,117.76
Group A,56.92
Group A,91.77
Group A,121.64
Group A,115.82
Group A,78.09
Group A,112.88
Group A,125.91
Group A,109.1
Group A,77.86
Group A,88.24
Group A,106.01
Group A,96.77
Group A,119.16
Group A,110.97
Group A,129.45
Group A,115.31
Group A,108.29
Group A,95.28
Group A,121.07
Group A,100.08
Group A,84.61
Group A,100.72
Group A,98.62
Group A,85.1
Group A,112.42
Group A,97.89
Group A,105.93
Group A,88.29
Group A,97.53
Group A,111.61
Group A,96.3
Group A,94.52
Group A,132.76
Group A,104.74
Group A,111.0
Group A,111.19
Group A,101.45
Group A,107.91
Group A,85.4
Group A,121.72
Group A,118.7
Group A,102.85
Group A,100.1
Group A,81.41
Group A,115.44
Group A,96.17
Group A,109.15
Group A,78.39
Group A,109.47
Group A,97.37
Group A,100.18
Group A,78.73
Group A,110.19
Group A,90.81
Group A,99.29
Group A,112.06
Group A,98.71
Group A,129.79
Group A,86.52
Group A,103.61
Group A,106.2
Group A,84.72
Group A,101.31
Group A,97.08
Group A,103.39
Group A,106.8
Group A,120.97
Group A,104.32
Group A,108.21
Group A,122.49
Group A,76.24
Group A,96.08
Group A,100.57
Group A,76.67
Group A,101.15
Group A,64.66
Group A,110.58
Group A,77.83
Group A,81.23
Group A,107.87
Group A,74.99
Group A,130.81
Group A,101.75
Group A,98.54
Group A,118.05
Group A,98.8
Group A,103.61
Group A,97.66
Group A,92.47
Group A,105.57
Group A,107.88
Group A,80.9
Group A,86.78
Group A,90.11
Group A,99.56
Group A,105.18
Group A,132.34
Group A,104.13
Group A,97.38
Group A,89.28
Group A,114.78
Group A,99.82
Group A,105.13
Group A,99.99
Group A,108.26
Group A,107.18
Group A,105.61
Group A,100.06
Group A,101.4
Group A,105.73
Group A,71.14
Group A,99.49
Group A,114.71
Group A,92.8
Group A,68.65
Group A,79.22
Group A,101.13
Group A,89.19
Group A,102.01
Group A,99.72
Group A,92.96
Group A,86.28
Group A,102.93
Group A,101.03
Group A,98.14
Group A,113.09
Group A,103.02
Group A,91.06
Group A,94.62
Group A,99.07
Group A,101.85
Group A,120.05
Group A,125.32
Group A,92.97
Group A,84.71
Group A,91.86
Group A,106.3
Group A,112.49
Group A,93.88
Group A,86.29
Group A,105.74
Group A,109.35
Group A,115.52
Group A,90.43
Group A,104.93
Group A,75.52
Group A,98.41
Group A,110.78
Group A,122.26
Group A,104.53
Group A,96.37
Group A,78.91
Group A,103.43
Group A,109.48
Group A,115.2
Group A,103.65
Group A,85.67
Group A,108.3
Group A,125.35
Group A,96.06
Group A,87.96
Group A,95.05
Group A,99.8
Group A,92.15
Group A,110.59
Group A,106.46
Group A,94.99
Group A,99.7
Group A,76.91
Group A,104.82
Group A,79.09
Group A,95.84
Group A,93.08
Group A,107.0
Group A,93.34
Group A,99.3
Group A,122.43
Group A,76.46
Group A,101.7
Group A,112.96
Group A,90.58
Group A,100.31
Group A,79.58
Group A,75.87
Group A,110.83
Group A,95.09
Group A,80.31
Group A,92.9
Group A,109.07
Group A,108.27
Group A,115.72
Group A,92.44
Group A,90.59
Group A,104.96
Group A,115.0
Group A,94.38
Group A,114.37
Group A,95.0
Group A,130.56
Group A,74.2
Group A,123.02
Group A,77.54
Group A,118.35
Group A,101.29
Group A,93.2
Group A,86.37
Group A,86.08
Group A,110.23
Group A,106.9
Group A,97.17
Group A,99.6
Group A,86.93
Group A,98.01
Group A,113.29
Group A,86.39
Group A,107.82
Group A,93.08
Group A,77.09
Group A,115.93
Group A,79.39
Group A,93.03
Group A,116.04
Group A,88.19
Group A,114.14
Group A,93.27
Group A,98.6
Group A,128.27
Group A,117.04
Group A,101.29
Group A,90.19
Group A,100.4
Group A,124.74
Group A,132.58
Group A,90.7
Group A,121.66
Group A,76.33
Group A,108.82
Group A,105.62
Group A,115.62
Group A,87.51
Group A,102.19
Group A,72.07
Group A,90.55
Group A,99.74
Group A,102.92
Group A,141.88
Group A,92.36
Group A,100.31
Group A,82.72
Group A,71.7
Group A,113.48
Group A,113.58
Group A,79.37
Group A,74.65
Group A,90.46
Group A,125.01
Group A,77.68
Group A,110.23
Group A,101.97
Group A,95.47
Group A,90.93
Group A,103.67
Group A,95.34
Group A,94.01
Group A,96.89
Group A,116.67
Group A,103.19
Group A,101.03
Group A,120.74
Group A,95.98
Group A,121.49
Group A,89.86
Group A,107.97
Group A,95.15
Group A,98.97
Group A,90.35
Group A,95.57
Group A,89.49
Group A,106.04
Group A,87.63
Group A,108.05
Group A,135.21
Group A,76.67
Group A,64.42
Group A,85.18
Group A,111.15
Group A,89.33
Group A,108.66
Group A,114.24
Group A,96.23
Group A,113.27
Group A,65.96
Group A,112.52
Group A,111.99
Group A,98.51
Group A,115.05
Group A,121.61
Group A,128.99
Group A,129.12
Group A,100.83
Group A,97.88
Group A,98.83
Group A,59.88
Group A,110.47
Group A,135.24
Group A,108.49
Group A,78.68
Group A,85.08
Group A,85.92
Group A,124.86
Group A,107.54
Group A,109.57
Group A,105.3
Group A,83.33
Group A,85.84
Group A,110.21
Group A,101.29
Group A,72.13
Group A,111.79
Group A,121.25
Group A,100.1
Group A,95.26
Group A,120.49
Group A,97.06
Group A,90.79
Group A,76.92
Group A,92.63
Group A,128.01
Group A,117.46
Group A,101.79
Group A,99.91
Group A,114.84
Group A,101.53
Group A,81.04
Group A,102.16
Group A,102.63
Group A,100.19
Group A,103.86
Group A,89.61
Group A,102.33
Group A,75.95
Group A,86.19
Group A,96.34
Group A,109.04
Group A,95.54
Group A,106.6
Group A,115.34
Group A,136.3
Group A,95.6
Group A,90.34
Group A,100.58
Group A,102.98
Group A,108.19
Group A,112.19
Group A,95.76
Group A,110.9
Group A,101.23
Group A,118.41
Group A,95.82
Group A,102.1
Group A,104.05
Group A,116.99
Group A,99.94
Group A,84.45
Group A,74.57
Group A,115.51
Group A,109.6
Group A,124.93
Group A,101.39
Group A,101.3
Group A,102.69
Group A,91.96
Group A,89.44
Group A,106.58
Group A,117.71
Group A,109.06
Group A,92.79
Group A,106.37
Group A,102.65
Group A,91.55
Group A,81.66
Group A,87.54
Group A,117.93
Group A,103.8
Group A,90.86
Group A,101.15
Group A,109.16
Group A,91.9
Group A,88.52
Group A,73.35
Group A,116.33
Group A,108.82
Group A,110.04
Group A,108.43
Group A,69.59
Group A,101.64
Group A,106.75
Group A,101.06
Group A,64.73
Group A,98.13
Group A,96.14
Group A,115.56
Group A,98.44
Group A,92.2
Group A,92.19
Group A,110.84
Group A,110.09
Group A,96.79
Group A,94.02
Group A,65.47
Group A,69.38
Group A,87.47
Group A,97.84
Group A,88.14
Group A,77.29
Group A,99.45
Group A,99.67
Group A,119.64
Group A,94.62
Group A,96.48
Group A,89.24
Group A,139.06
Group A,109.67
Group A,87.57
Group A,70.45
Group A,80.67
Group A,86.21
Group A,79.57
Group A,98.22
Group A,84.75
Group A,75.92
Group A,109.56
Group A,76.88
Group A,61.7
Group A,114.06
Group A,126.86
Group A,100.61
Group A,110.3
Group A,110.07
Group A,135.33
Group A,85.15
Group A,93.19
Group A,93.41
Group A,100.81
Group A,96.89
Group A,98.77
Group A,102.14
Group A,129.67
Group A,104.11
Group A,112.44
Group A,110.02
Group A,105.35
Group A,96.0
Group A,112.07
Group A,73.74
Group A,123.1
Group A,110.01
Group A,101.51
Group A,99.81
Group A,103.3
Group A,112.2
Group A,106.94
Group A,120.48
Group A,125.72
Group A,116.41
Group A,77.63
Group A,92.18
Group A,114.66
Group A,131.95
Group A,91.2
Group A,109.0
Group A,118.42
Group A,101.59
Group A,81.73
Group A,129.33
Group A,86.98
Group A,88.9
Group A,104.03
Group A,100.83
Group A,86.24
Group A,125.14
Group A,107.81
Group A,113.58
Group A,99.35
Group A,99.9
Group A,119.84
Group A,92.2
Group A,94.66
Group A,106.99
Group A,113.57
Group A,113.61
Group A,85.87
Group A,83.75
Group A,87.28
Group A,113.26
Group A,113.24
Group A,104.81
Group A,104.45
Group A,75.23
Group A,104.79
Group A,76.4
Group A,112.39
Group A,95.27
Group A,103.63
Group A,96.8
Group A,98.8
Group A,83.29
Group A,97.47
Group A,99.05
Group A,103.1
Group A,108.17
Group A,107.21
Group A,104.04
Group A,90.22
Group A,80.51
Group A,84.96
Group A,87.74
Group A,112.7
Group A,116.13
Group A,88.05
Group A,82.6
Group A,75.66
Group A,90.64
Group A,106.24
Group A,83.69
Group A,117.79
Group A,105.5
Group A,115.99
Group A,88.05
Group A,110.68
Group A,83.36
Group A,110.38
Group A,121.61
Group A,121.39
Group A,92.03
Group A,86.77
Group A,97.51
Group A,123.57
Group A,79.57
Group A,77.3
Group A,69.32
Group A,101.41
Group A,74.51
Group A,117.86
Group A,124.61
Group A,97.95
Group A,135.9
Group A,103.5
Group A,92.43
Group A,92.18
Group A,121.49
Group A,111.89
Group A,69.55
Group A,71.8
Group A,77.96
Group A,91.11
Group A,80.52
Group A,88.53
Group A,87.66
Group A,83.19
Group A,131.79
Group A,121.29
Group A,126.7
Group A,125.18
Group A,98.94
Group A,101.66
Group A,86.09
Group A,102.23
Group A,85.0
Group A,75.96
Group A,88.49
Group A,113.08
Group A,101.45
Group A,109.04
Group A,100.26
Group A,86.22
Group A,107.79
Group A,101.42
Group A,119.74
Group A,120.32
Group A,95.56
Group A,101.82
Group A,86.57
Group A,87.1
Group A,91.35
Group A,107.38
Group A,92.2
Group A,123.18
Group A,107.1
Group A,95.97
Group A,115.24
Group A,88.98
Group A,90.33
Group A,120.21
Group A,80.4
Group A,97.76
Group A,94.31
Group A,89.0
Group A,114.79
Group A,112.94
Group A,110.16
Group A,100.35
Group A,109.62
Group A,69.97
Group A,93.93
Group A,100.56
Group A,91.16
Group A,102.79
Group A,135.74
Group A,101.69
Group A,106.17
Group A,103.04
Group A,82.03
Group A,77.68
Group A,75.7
Group A,104.22
Group A,69.41
Group A,109.64
Group A,96.97
Group A,106.78
Group A,80.1
Group A,123.29
Group A,99.11
Group A,71.6
Group A,118.5
Group A,80.9
Group A,81.67
Group A,82.03
Group A,95.35
Group A,108.81
Group A,108.37
Group A,137.82
Group A,90.05
Group A,93.15
Group A,79.55
Group A,83.55
Group A,116.81
Group A,92.45
Group A,106.78
Group A,100.48
Group A,84.25
Group A,87.64
Group A,71.87
Group A,96.96
Group A,101.19
Group A,95.44
Group A,114.9
Group A,80.13
Group A,100.7
Group A,84.94
Group A,105.71
Group A,86.55
Group A,112.19
Group A,109.56
Group A,104.99
Group A,103.87
Group A,104.29
Group A,105.0
Group A,107.98
Group A,94.68
Group A,83.19
Group A,99.34
Group A,107.7
Group A,107.67
Group A,125.95
Group A,92.51
Group A,78.84
Group A,91.83
Group A,93.66
Group A,87.93
Group A,84.41
Group A,97.95
Group A,98.96
Group A,84.43
Group A,82.83
Group A,105.55
Group A,107.07
Group A,87.72
Group A,97.42
Group A,107.45
Group A,101.96
Group A,123.44
Group A,79.87
Group A,76.65
Group A,110.84
Group A,105.25
Group A,91.78
Group A,116.31
Group A,90.33
Group A,107.68
Group A,97.31
Group A,88.37
Group A,93.64
Group A,117.57
Group A,94.21
Group A,122.62
Group A,102.33
Group A,96.2
Group A,84.94
Group A,110.15
Group A,103.09
Group A,98.83
Group A,101.5
Group A,98.18
Group A,82.05
Group A,109.82
Group A,127.86
Group A,125.47
Group A,101.58
Group A,96.2
Group A,101.27
Group A,90.68
Group A,104.22
Group A,105.62
Group A,81.96
Group A,95.07
Group A,113.11
Group A,113.51
Group A,81.13
Group A,116.44
Group A,95.71
Group A,99.6
Group A,97.56
Group A,68.29
Group A,106.32
Group A,75.87
Group A,112.45
Group A,80.47
Group A,115.9
Group A,103.47
Group A,109.13
Group A,89.24
Group A,72.87
Group A,85.29
Group A,104.81
Group A,106.85
Group A,87.09
Group A,119.88
Group A,99.71
Group A,75.39
Group A,104.04
Group A,88.41
Group A,112.33
Group A,103.37
Group A,102.26
Group A,95.67
Group A,116.85
Group A,86.37
Group A,105.04
Group A,100.63
Group A,84.5
Group A,98.87
Group A,85.81
Group A,130.61
Group A,115.24
Group A,75.49
Group A,93.24
Group A,109.14
Group A,117.61
Group A,113.08
Group A,128.57
Group A,102.0
Group A,119.23
Group A,82.61
Group A,113.06
Group A,96.86
Group A,97.8
Group A,120.71
Group A,114.53
Group A,97.48
Group A,138.28
Group A,118.88
Group A,93.37
Group A,63.66
Group A,104.17
Group A,94.13
Group A,90.6
Group A,92.57
Group A,102.3
Group A,119.72
Group A,85.3
Group A,98.94
Group A,96.97
Group A,87.64
Group A,104.22
Group A,126.58
Group A,109.24
Group A,101.07
Group A,93.42
Group A,100.7
Group A,74.24
Group A,99.1
Group A,97.1
Group A,107.16
Group A,114.23
Group A,111.18
Group A,98.02
Group A,92.24
Group A,90.59
Group A,88.27
Group A,90.77
Group A,98.15
Group A,81.7
Group A,106.65
Group A,98.37
Group A,87.48
Group A,90.4
Group A,112.58
Group A,113.56
Group A,135.83
Group A,108.51
Group A,89.87
Group A,89.18
Group A,105.84
Group A,112.08
Group A,121.12
Group A,86.89
Group A,101.51
Group A,82.58
Group A,105.7
Group A,84.8
Group A,121.83
Group A,88.33
Group A,109.14
Group A,102.27
Group A,100.74
Group A,72.94
Group A,98.63
Group A,85.31
Group A,91.22
Group A,107.33
Group A,140.76
Group A,128.47
Group A,107.75
Group A,105.78
Group A,94.74
Group A,84.98
Group A,106.64
Group A,93.33
Group A,126.34
Group A,132.2
Group A,132.11
Group A,90.47
Group A,92.39
Group A,81.84
Group A,109.73
Group A,87.18
Group A,90.94
Group A,86.69
Group A,91.65
Group A,124.81
Group A,63.0
Group A,107.89
Group A,87.9
Group A,135.16
Group A,112.42
Group A,84.72
Group A,90.84
Group A,91.45
Group A,117.26
Group A,125.42
Group A,102.3
Group A,97.85
Group A,115.66
Group A,100.41
Group A,107.02
Group A,103.32
Group A,88.18
Group A,120.45
Group A,91.12
Group A,129.07
Group A,117.7
Group A,102.91
Group A,81.34
Group A,125.14
Group A,104.73
Group A,113.4
Group A,122.15
Group A,83.2
Group A,105.45
Group A,94.35
